,1969/70,1970/71,1971/72,1972/73,1973/74,1974/75,1975/76,1976/77,1977/78,1978/79,1979/80,1980/81,1983/84,1984/85,1985/86,1986/87,1987/88,1981/82,1982/83,1989/90,1990/91,1991/92,1992/93,1993/94,1994/95,1995/96,1996/97,1997/98,1988/89,1998/99,1999/00,2008/09,2017/18,2000/01,2001/02,2002/03,2003/04,2004/05,2009/10,2010/11,2011/12,2005/06,2006/07,2007/08,2012/13,2013/14,2014/15,2015/16,2016/17,2018/19,2019/20
6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,64.0,69.0,69.0,45.0,77.0,62.0,43.0,47.0,67.0,47.0,46.0,53.0,61.0,65.0,46.0,53.0,64.0,65.0,71.0,64.0,47.0,52.0,50.0,52.0,48.0,67.0,67.0,79.0,67.0,50.0,50.0,48.0,51.0,63.0,44.0,46.0,46.0,56.0,54.0,53.0,30.0,38.0,42.0
6014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,61.0,41.0,41.0,69.0,76.0,93.0,56.0,71.0,63.0,40.0,60.0,44.0,63.0,61.0,54.0,45.0,62.0,65.0,60.0,62.0,64.0,21.0,52.0,35.0,39.0,29.0,52.0,48.0,50.0,38.0,38.0,46.0,50.0,75.0,50.0,75.0,50.0,62.0,0.0,58.0,71.0,71.0,70.0
6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,76.0,75.0,60.0,53.0,70.0,68.0,45.0,64.0,56.0,62.0,63.0,70.0,44.0,74.0,47.0,47.0,59.0,72.0,59.0,45.0,34.0,52.0,52.0,45.0,52.0,65.0,52.0,62.0,62.0,50.0,70.0,36.0,32.0,70.0,54.0,56.0,46.0,46.0,50.0,60.0,37.0,70.0,56.0
6028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,62.0,100.0,68.0,55.0,84.0,59.0,53.0,57.0,73.0,53.0,66.0,61.0,50.0,73.0,46.0,40.0,70.0,66.0,65.0,43.0,34.0,55.0,59.0,35.0,61.0,40.0,55.0,54.0,51.0,52.0,61.0,43.0,61.0,58.0,41.0,56.0,53.0,50.0,51.0,55.0,51.0,57.0,53.0
6042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,53.0,69.0,50.0,64.0,74.0,77.0,44.0,80.0,59.0,48.0,57.0,51.0,68.0,50.0,44.0,50.0,68.0,80.0,67.0,56.0,53.0,46.0,56.0,46.0,50.0,48.0,49.0,56.0,56.0,46.0,59.0,43.0,62.0,69.0,55.0,71.0,47.0,62.0,57.0,45.0,65.0,43.0,50.0
6049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,46.0,55.0,51.0,53.0,78.0,86.0,66.0,103.0,63.0,48.0,44.0,66.0,49.0,47.0,44.0,54.0,71.0,83.0,65.0,76.0,52.0,43.0,55.0,45.0,55.0,46.0,52.0,49.0,52.0,45.0,52.0,39.0,61.0,71.0,55.0,52.0,50.0,62.0,54.0,50.0,40.0,54.0,50.0
6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,102.0,50.0,107.0,80.0,64.0,44.0,45.0,72.0,55.0,50.0,50.0,55.0,50.0,30.0,70.0,75.0,55.0,79.0,54.0,31.0,28.0,52.0,65.0,26.0,23.0,126.0,87.0,39.0,92.0,49.0,34.0,23.0,38.0,45.0,30.0,44.0,61.0,33.0
6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,68.0,46.0,62.0,76.0,100.0,63.0,67.0,55.0,47.0,51.0,57.0,64.0,44.0,40.0,50.0,61.0,84.0,59.0,62.0,59.0,41.0,52.0,41.0,52.0,44.0,51.0,50.0,51.0,39.0,55.0,41.0,63.0,71.0,51.0,60.0,50.0,61.0,52.0,50.0,54.0,47.0,45.0
6070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,62.0,57.0,83.0,70.0,92.0,80.0,38.0,53.0,60.0,43.0,60.0,46.0,39.0,78.0,46.0,63.0,63.0,72.0,60.0,52.0,27.0,47.0,50.0,55.0,50.0,47.0,57.0,52.0,45.0,45.0,62.0,45.0,65.0,62.0,42.0,69.0,60.0,54.0,57.0,56.0,55.0,0.0,0.0
