,0,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
0,90077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18685914824406313,0.16710795462131484,0.1524521062771481,0.1738460709651311,0.14414971694350248,0.1552019039025674,0.20447721848121045,0.22775959426706482,0.22844418031828767,0.2552448312441509,0.23547963891178358,0.2273306468358407,0.21225469133683603,0.20949315031369525,0.18778588175773614,0.15913816942618444,0.13358503133058547,0.1574912920594216,0.2012781154896531,0.2070798287789026,0.22030570606390631,0.2326961338520051,0.24936999579270683,0.2411297251780828,0.20360110799471537,0.1797484109799066,0.16665989855925237,0.1545777966578801,0.13857235493404516,0.12366180171569191,0.12434335922201468,0.1942964438349008,0.22670576572418216,0.23480097720256213,0.18086570501327526,0.15776971215382232,0.19581016898155224,0.16696920671633325,0.17072260081768043,0.13378499913960695,0.12998459115624425,0.19236834347248088,0.2092384924491247,0.22397352556387595,0.22832664549350742,0.22877332142421178,0.20530231297016147,0.21119429866472883,0.19363490740458175,0.16403756290674193,0.1373755168169735,0.13148954063653953,0.1355549429853756,0.16103759064124182,0.2085996101299921,0.1888234838843345
1,6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3433135378928411,0.29726028726214454,0.3936372670862409,0.4921550293763477,0.2724447409311931,0.32987851090729237,0.3072034570905897,0.16075023263692856,0.208650994513716,0.3111448844983463,0.21514404021824401,0.33724760441553026,0.2838626450962491,0.36254408458868664,0.4183004330843687,0.32906479140122735,0.291861782471339,0.3093959905561947,0.20108518004417422,0.15917488104767266,0.1551671413083871,0.2918070746319635,0.3303508379807075,0.37906923748198007,0.3753080004826188,0.43641144675867893,0.5027514416724442,0.49507050447993806,0.5058601730399661,0.3510270910130606,0.3467684676249822,0.2008442588460942,0.20253219051907462,0.19713530059044174,0.21778988412448347,0.30319928526878365,0.36416903262337047,0.41625047013873145,0.4110288894838757,0.4294455269972483,0.3562703736317463,0.27969813408950966,0.3672165317667856,0.24064652091926983,0.27764895132609774,0.2183184251189232,0.28084494204570853,0.2840296592977312,0.28464270465903824,0.34524205327033985,0.34908292442560207,0.2659680060087106,0.21926603537230263,0.2836411350096265,0.2697808660921597,0.21820130137105787
2,14042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969431666657328,0.16644291859120125,0.17082397903626156,0.2849982557818292,0.179480733180588,0.2041551498696208,0.3016210161149502,0.24240072481334204,0.2698984649032354,0.31909405905753385,0.282286399975419,0.4069346092641354,0.31676167114214465,0.3262946673414924,0.36770285815000536,0.2453403611977895,0.16012117152030653,0.2601103650835843,0.17609966681762168,0.1796082832257855,0.2724097409596045,0.2835520669244802,0.209671089774929,0.32365953922271734,0.2620840206121405,0.22226211801171303,0.24844167855652896,0.19406627661858997,0.22336142662573943,0.2378291223819057,0.18581727231768042,0.27689658260593814,0.21601250835440375,0.13843126329734468,0.1308486882286767,0.2628857242790135,0.3154708963226188,0.20956671305678115,0.1534127567640759,0.13088174505780145,0.14392025792039928,0.18534171612312397,0.3077359202910554,0.32489116896282544,0.3547564461827279,0.2068033687431704,0.29166651788082987,0.3215652359649539,0.2974460660056634,0.25821163292442045,0.22397561743855487,0.18516150286251848,0.14627293920652426,0.18989093940366403,0.17705484005537897,0.1949436248590549
3,14133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10411303713917727,0.09466022013553552,0.08962711269656815,0.09386337796847026,0.07541766476172665,0.10798859642818573,0.15605474933981897,0.11085402449736224,0.14617881737649444,0.14633257793528692,0.1282570431940257,0.15498055970030175,0.13172080193956695,0.140027845899264,0.13583105603853848,0.09421190246939659,0.07245977914759091,0.11291614609460034,0.11498958691954614,0.09629729563991236,0.13211093669136362,0.13934440218976568,0.13343102764338258,0.15944540028770765,0.13864983568588893,0.11455146622444896,0.12753637780745825,0.08855760668714845,0.10306167602539058,0.09695413615554573,0.12027019102658545,0.14134231815114615,0.1337138163546722,0.1584060502549012,0.11232648169000933,0.136855394144853,0.13683891569574677,0.11038865869243938,0.0832884709040324,0.0780207677744329,0.09771920537406747,0.1179663001094013,0.1438009195029736,0.14025265350937846,0.1289630838270698,0.1170989383871739,0.15205300947030384,0.15734076197259128,0.13764378900329266,0.11807889491319651,0.08406753372400999,0.08024011005957922,0.09021933202942209,0.08980436463441169,0.1284833910564581,0.12268056149284048
4,6315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38823530740208084,0.3279703385300106,0.32923700505246717,0.5386543081866371,0.5023739515315919,0.4862133238050674,0.41429151693979904,0.26876258254051216,0.26007419405505067,0.34661263653210234,0.2906421277258132,0.3821238736311595,0.38383571240637043,0.5192700293329027,0.5392215599616369,0.5211807111899059,0.5221413282247691,0.4818828340087619,0.37447947977731627,0.28397859467400444,0.30681272984171903,0.3713885354690064,0.4505911264568567,0.4739864216910469,0.5200803751746815,0.5118528391633717,0.5415197610855104,0.5415197610855104,0.5415197610855104,0.5378282719188268,0.5304386741585202,0.4587657345665827,0.3557185775910815,0.3337127704705511,0.3596616543474652,0.37067769254956934,0.47819352274139737,0.5400344901614721,0.5414693591495356,0.5415197610855104,0.5310791280534533,0.5106783542368148,0.5158095280329387,0.42033992475933496,0.40451301998562283,0.35214333045176976,0.4016550307472547,0.3994614919026693,0.4068236307551464,0.43601401536553,0.5415197610855104,0.5245317518711091,0.49037286426339843,0.44239742755889905,0.4049335738023122,0.3433416631693642
5,86077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14923093368609727,0.1195067653343791,0.11622585852940875,0.14980925122896824,0.09508630933447015,0.12246680420099032,0.1412739163321076,0.16847296794637653,0.13979111656191798,0.1575675518917186,0.16713280955122578,0.21740309005746475,0.14478696501917315,0.13113112863567142,0.15851786204924193,0.11078108214970789,0.11093329240878422,0.16834607252325767,0.15097868703305728,0.1559189216958152,0.18478624222593173,0.19347493723034853,0.1739306003890104,0.1875422769004391,0.1550873440172937,0.12615192672681244,0.14954866559969054,0.11207601990964676,0.10422357821311706,0.12072661328010073,0.12961125994722056,0.16765949626763663,0.15098029697934787,0.12428948017103332,0.12876467067334382,0.14166471726364555,0.20592650456560993,0.11648520694838635,0.10885369140240879,0.10910834178018076,0.12223345379937779,0.16038491747652486,0.140717926207516,0.20830825265083053,0.25618163274512407,0.23966311596525017,0.2269829686317179,0.2649506609886884,0.2798052863942252,0.22633614446277978,0.21376591610411802,0.15356003575854835,0.13421835344698693,0.1415056252763385,0.1813862541152371,0.17095756199624795
6,14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12562207132577896,0.10857956377523283,0.10125823964675265,0.09631080503265065,0.08261000794860032,0.1047500502318144,0.16775950317581492,0.13787348769032035,0.1444499692214387,0.16458558025104658,0.1423775118310003,0.1664297527500562,0.14923574502269424,0.15689291258653004,0.14871276716391246,0.10499925091862684,0.07846656308642455,0.12583104794224104,0.11131964325904849,0.1048552716771762,0.12327188278237983,0.13985576108098027,0.12246175017207865,0.15632229795058575,0.14349392801523211,0.11212191943611417,0.11597354188561446,0.08350431844592096,0.10801072567701336,0.10321602667681866,0.11627914211047544,0.14440536987967786,0.14922425771752992,0.1691966083432947,0.11664762596289316,0.13979111711184175,0.15160714263717337,0.11308359578251843,0.0875734232366085,0.07475850940681994,0.10157994722778137,0.1080508887534961,0.13398858408133188,0.15881113782525064,0.15891885225261965,0.14530258826338335,0.16054941639304157,0.15363872423768044,0.1388527656594912,0.12228721338841655,0.08810614421963689,0.07936690027515093,0.07931654887894787,0.08985095444534506,0.13625833392143247,0.13646792719761525
8,14119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16219475790858265,0.12861840599881746,0.1288647563921081,0.21765129930443233,0.1260768305510282,0.14681325494669956,0.2531683665833303,0.160380763359941,0.2161665085614437,0.2856905890096511,0.26089742593467236,0.3500135083283697,0.2556667933861415,0.2661503694951534,0.28241711457570395,0.18530906441931919,0.1179334053769708,0.19709176321824393,0.15621212087571618,0.18285107302169004,0.26951847746968277,0.23661267184294188,0.19828282261732963,0.2718458466231823,0.23020431473851205,0.17644687848431723,0.20083028475443515,0.1454014835258325,0.20060177731017276,0.2035765869077295,0.1569673675777656,0.2095442854333669,0.22176823529104392,0.17122722843454938,0.12166697159409524,0.1893129975431496,0.24625290855765342,0.15318406472603477,0.11280487626791001,0.09168237948324534,0.10730994281105022,0.1770315539324656,0.22693858941396078,0.20629940740764133,0.31321011084531036,0.19714221702172202,0.2523920759558679,0.2752136657945811,0.23427785833676656,0.20333027756876407,0.16602832870557896,0.1378105392058691,0.10460654869675635,0.1573239369317889,0.18769877937932808,0.2163931027054787
9,62077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12595213777929928,0.1371195058452892,0.12148202935330896,0.15688852823202967,0.14583216041306604,0.1618285179307515,0.10445751821753956,0.10979073653244553,0.12874182574249388,0.14378283006963805,0.12979317524780828,0.11851085224911012,0.17168008665262602,0.1889285397978776,0.1889726945111436,0.167325212838547,0.13502631239832086,0.18291459036771499,0.12438437595838707,0.09698154625038734,0.09630070269951503,0.12838604450225832,0.148113030192414,0.21058917470109992,0.15047529413404934,0.18440435656819879,0.1814592508322884,0.15638663990968704,0.1293776860457668,0.11056730281561611,0.12727619485572125,0.10081517879089172,0.12235062437212207,0.11742831222769438,0.12970867541991804,0.1102762251031812,0.17343424080233824,0.14774853166832466,0.1735667265065508,0.13724493039602587,0.14356595870897623,0.15629777011715545,0.13676946000619367,0.11096682429367133,0.10070496726066175,0.11726921442530902,0.1317450541450361,0.11912111884615782,0.14649899821710644,0.171613690415115,0.15938370589054,0.1545804445804269,0.1370956063828366,0.11561321525361001,0.10716008394986296,0.10845244678102753
